Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
2,11,0,0,51,2855.166667,0,0.012745098,0,0,Nov,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,1165.95,0.025925926,0.044444444,0,0,Dec,2,5,3,1,Returning_Visitor,TRUE,FALSE
1,31.25,0,0,31,1470.208333,0,0.012222222,0,0,Nov,3,2,3,8,New_Visitor,FALSE,TRUE
6,160,0,0,55,1707.666667,0,0.005357143,24.10206377,0,Dec,2,2,1,2,New_Visitor,FALSE,TRUE
0,0,0,0,26,532,0.030769231,0.044230769,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,90,2636.138889,0.023333333,0.045777778,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,452.4166667,0,0.020833333,0,0,Nov,2,2,3,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,20,447.047619,0.01,0.028888889,0,0,Dec,1,2,3,2,New_Visitor,FALSE,TRUE
5,125.75,0,0,44,1113.309524,0.008333333,0.015625,18.9160732,0,Dec,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,4,8,New_Visitor,FALSE,FALSE
5,1652,0,0,15,446.375,0,0.005882353,0,0,Dec,8,13,9,20,Other,FALSE,FALSE
0,0,0,0,25,952.6777778,0,0.023541667,23.57537117,0,Nov,2,2,3,11,Returning_Visitor,FALSE,TRUE
0,0,0,0,12,276,0,0.016666667,0,0,Dec,2,2,8,2,New_Visitor,FALSE,FALSE
18,505.4,1,10,105,4434.281746,0.005042017,0.029692564,4.528329755,0,Dec,2,2,1,1,Returning_Visitor,FALSE,FALSE
3,155.5,2,121,8,311.25,0,0.01,0,0,Nov,2,2,3,10,Returning_Visitor,FALSE,FALSE
1,2,0,0,16,323.2333333,0,0.013333333,0,0,Dec,3,2,8,8,Returning_Visitor,FALSE,FALSE
0,0,4,102,93,2835.417641,0.00754386,0.037316087,0,0,Dec,2,2,4,1,Returning_Visitor,FALSE,FALSE
9,223,1,93,76,2893.940476,0.002409639,0.014859438,1.935491302,0,Nov,1,2,3,8,Returning_Visitor,FALSE,FALSE
2,48.66666667,4,155.3333333,20,540.75,0,0.004166667,38.88816225,0,Nov,2,2,3,2,Returning_Visitor,FALSE,TRUE
5,98.75,0,0,126,6085.002381,0,0.004264323,28.79847144,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,22,1390.083333,0,0.004761905,0,0,Nov,2,2,4,8,New_Visitor,TRUE,FALSE
2,95,0,0,20,1031.083333,0,0.021052632,68.20038032,0,Dec,2,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,539.15,0.010526316,0.003947368,0,0,Nov,3,2,3,3,Returning_Visitor,FALSE,FALSE
4,112.5,0,0,26,1657,0.007407407,0.020987654,5.237224754,0,Nov,2,2,1,13,Returning_Visitor,FALSE,FALSE
2,334.5,2,29,17,939.0833333,0,0.0225,18.22304387,0,Dec,2,2,1,6,Returning_Visitor,FALSE,TRUE
8,671.0833333,0,0,32,1403.828355,0,0.003153153,37.05600958,0,Nov,2,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,46,0,0.033333333,0,0,Dec,1,2,3,2,Returning_Visitor,FALSE,FALSE
5,83,0,0,5,29.5,0.044444444,0.059259259,0,0,Dec,1,1,4,2,Returning_Visitor,TRUE,FALSE
1,28.25,0,0,30,1862.333333,0,0.026436782,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,894.5809524,0,0.007142857,0,0,Dec,3,2,4,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,475.6666667,0.013333333,0.013333333,0,0,Dec,1,1,3,8,New_Visitor,FALSE,FALSE
12,356.125,0,0,44,2187.338725,0.005102041,0.029042386,0,0,Dec,1,1,8,1,Returning_Visitor,FALSE,FALSE
7,144.4615385,4,167.1666667,111,2312.337853,0.005128205,0.013887559,8.191922892,0,Nov,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,70,1652.486111,0,0.008695652,0,0,Nov,1,2,3,8,New_Visitor,FALSE,FALSE
1,0,2,6.5,63,5826.333333,0.000793651,0.026719577,0,0,Nov,3,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,198.75,0.016666667,0.023333333,0,0,Nov,2,5,7,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,197,0,0.042857143,0,0,Dec,2,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,22,464.3833333,0,0.002272727,0,0,Nov,2,2,1,8,New_Visitor,FALSE,FALSE
0,0,0,0,22,266.1666667,0.009090909,0.018181818,0,0,Nov,2,4,1,2,Returning_Visitor,FALSE,FALSE
7,113.75,1,28.5,15,1047,0.010526316,0.019298246,0,0,Dec,1,1,3,2,New_Visitor,FALSE,TRUE
5,74.75,0,0,14,512.5,0,0.023529412,0,0,Dec,2,7,7,8,New_Visitor,TRUE,FALSE
1,18,0,0,29,765.3928571,0,0.000892857,0,0,Nov,2,2,8,3,New_Visitor,FALSE,FALSE
0,0,0,0,10,314.75,0.006666667,0.046666667,0,0,Nov,4,2,9,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,30,1682.275,0,0.014285714,41.13336886,0,Dec,2,2,4,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,21,580.0833333,0.00952381,0.023809524,0,0,Nov,2,2,3,11,Returning_Visitor,TRUE,FALSE
0,0,0,0,36,1388.2,0.005555556,0.027777778,0,0,Nov,2,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,26,470.8166667,0.005128205,0.042307692,0,0,Nov,3,2,4,11,Returning_Visitor,TRUE,FALSE
0,0,0,0,44,1184.269841,0.004545455,0.023295455,0,0,Nov,1,2,1,2,Returning_Visitor,FALSE,FALSE
10,301.625,3,9,122,6919.899495,0.004615385,0.022008376,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,303.5,0.016666667,0.016666667,0,0,Dec,1,1,7,2,Returning_Visitor,TRUE,FALSE
6,42,0,0,41,1074.333333,0,0.019047619,0,0,Dec,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,588.5,0.051851852,0.08962963,0,0,Dec,3,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,21,0,0.066666667,0,0,Nov,2,4,2,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,2,11,0,0.1,0,0,Dec,2,4,1,2,Returning_Visitor,FALSE,FALSE
14,173.55,0,0,164,4155.746883,0.002514286,0.01343784,13.76473644,0,Nov,2,2,3,2,Returning_Visitor,FALSE,TRUE
1,12.5,0,0,3,55.5,0,0.08,0,0,Nov,1,1,1,8,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,64,0,0.05,0,0,Dec,2,2,3,8,New_Visitor,FALSE,FALSE
4,32,1,43.5,311,12500.35306,0.001387656,0.014687275,0,0,Nov,2,2,7,2,Returning_Visitor,FALSE,FALSE
6,276,0,0,24,1021.2,0.014285714,0.022619048,82.4326349,0,Dec,1,1,3,1,Returning_Visitor,TRUE,FALSE
9,156.6071429,5,156.75,83,2694.507143,0,0.009090909,0,0,Nov,2,4,1,2,Returning_Visitor,FALSE,TRUE
6,257.5,0,0,37,2533.333333,0.014634146,0.031707317,6.651334683,0,Nov,2,2,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,32,1658.125,0,0.014791667,19.6055151,0,Nov,2,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,1440.166667,0.026315789,0.040350877,0,0,Nov,1,1,1,1,Returning_Visitor,FALSE,FALSE
1,60.5,0,0,10,449.5,0.025,0.033333333,0,0,Dec,1,8,2,20,Returning_Visitor,FALSE,FALSE
0,0,0,0,60,1315.177778,0.009039548,0.031793785,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,TRUE
5,62,0,0,125,1935.335516,0,0.008031496,0,0,Nov,4,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,140,2404.831006,0.001428571,0.003142857,0,0,Nov,1,1,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,346.5666667,0.02962963,0.062962963,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,695.5,0,0.1,0,0,Nov,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,415.2738095,0.005882353,0.028921569,0,0,Nov,2,10,7,10,Returning_Visitor,FALSE,FALSE
3,21,0,0,17,256.95,0,0.02,0,0,Nov,2,4,1,8,New_Visitor,TRUE,TRUE
2,13.875,0,0,26,1939.155952,0.006451613,0.026352357,24.69983785,0,Nov,3,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,3,2,7,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,54,1975.455952,0.003703704,0.016049383,0,0,Nov,2,2,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,28.25,0.08,0.093333333,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE,FALSE
4,118.75,0,0,66,2556.220833,0.018732493,0.02229101,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE,FALSE
1,0,0,0,0,0,0.2,0.2,0,0,Dec,3,2,1,3,Returning_Visitor,TRUE,FALSE
10,192.6654762,3,211,153,3812.161753,0.003012048,0.013769082,5.91438512,0,Dec,2,2,3,1,Returning_Visitor,FALSE,FALSE
1,67.5,0,0,12,592.25,0,0.018181818,218.8649096,0,Dec,1,1,5,3,New_Visitor,FALSE,TRUE
0,0,0,0,9,190.3333333,0,0.033333333,0,0,Dec,1,1,3,2,New_Visitor,FALSE,FALSE
8,147.175,7,254,340,10902.45826,0.001713207,0.015734957,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,130.5,0.02,0.1,0,0,Dec,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,273.25,0.066666667,0.077777778,0,0,Dec,3,3,5,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,56,3543.809524,0.004464286,0.021785714,0,0,Nov,2,7,5,1,Returning_Visitor,TRUE,FALSE
1,0,0,0,39,1159.541667,0.00125,0.03125,0,0,Nov,2,2,6,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,2,18,0,0.1,0,0,Nov,2,2,2,6,Returning_Visitor,TRUE,FALSE
4,47.25,0,0,2,24.25,0,0.04,0,0,Dec,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,97,2300.891317,0,0.015730379,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
6,221.8333333,1,51.5,39,841.7833333,0.005426357,0.017585825,0,0,Dec,1,2,8,1,Returning_Visitor,FALSE,FALSE
0,0,2,386,36,1609.939744,0,0.009323308,12.50325678,0,Nov,2,2,3,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,14,424.3333333,0,0.007142857,0,0,Dec,2,2,2,13,Returning_Visitor,FALSE,FALSE
1,54.5,0,0,35,1267.0625,0.005555556,0.021296296,9.458902094,0,Dec,2,2,3,10,Returning_Visitor,TRUE,FALSE
1,33.5,0,0,37,1631.416667,0,0.009009009,13.82316952,0,Dec,2,2,1,1,Returning_Visitor,FALSE,FALSE
7,58.41666667,0,0,22,1043.583333,0.014285714,0.048809524,0,0,Nov,2,2,3,2,New_Visitor,FALSE,FALSE
6,112.5,0,0,86,2041.23355,0.000387597,0.00786268,5.911452178,0,Nov,2,4,1,2,Returning_Visitor,FALSE,TRUE
7,153.85,0,0,19,504.6,0,0.018518519,0,0,Dec,1,1,1,8,Returning_Visitor,FALSE,TRUE
9,328.75,0,0,108,2793.733084,0.001949318,0.019205066,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,TRUE
4,106,0,0,6,180.4166667,0,0.025,0,0,Nov,3,6,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,21,530.5833333,0.019047619,0.021428571,0,0,Nov,3,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,329.2142857,0.016666667,0.028703704,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE,FALSE
6,110.625,1,106,30,1508.521825,0.04,0.043294931,21.01746974,0,Nov,3,2,3,13,Returning_Visitor,FALSE,FALSE
1,29,0,0,41,803.5077381,0,0.008424908,0,0,Dec,1,2,1,8,Returning_Visitor,TRUE,FALSE
2,98,0,0,15,947,0.00625,0.006666667,0,0,Dec,2,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,2251.28,0.095833333,0.137426901,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,48,0,0.066666667,0,0,Nov,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,1286.5,0,0.015277778,0,0,Nov,2,2,9,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,396.25,0,0.083333333,0,0,Nov,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,4293.4,0.041176471,0.064705882,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE,FALSE
1,27.9,0,0,64,3875.427778,0,0.019583333,5.698585477,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
3,61,4,31,1,43,0,0.025,0,0,Dec,8,13,9,20,Other,FALSE,FALSE
0,0,1,8,21,936.6428571,0.004545455,0.008987603,0,0,Nov,1,1,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,28,756.8611111,0.035714286,0.067857143,0,0,Dec,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,46.5,0,0.05,0,0,Dec,1,1,2,2,New_Visitor,FALSE,FALSE
0,0,0,0,49,1385.85,0,0.013265306,0,0,Dec,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,81,3197.755638,0.01,0.021511083,0,0,Nov,3,2,4,10,Returning_Visitor,TRUE,FALSE
0,0,0,0,39,1779.886905,0.01025641,0.028972694,0,0,Dec,1,1,4,2,Returning_Visitor,TRUE,FALSE
3,29,0,0,57,1191.8875,0.019298246,0.030732714,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,51.5,0,0.05,0,0,Dec,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,5,497.8333333,26,851.6666667,0.006451613,0.01827957,0,0,Nov,2,2,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,90,3111.683333,0,0.013249672,0,0,Nov,2,4,1,2,Returning_Visitor,TRUE,FALSE
2,101.75,0,0,9,561.25,0.022222222,0.033333333,26.38074656,0,Dec,3,2,1,1,Returning_Visitor,FALSE,FALSE
6,110.5,1,20,137,5380.686996,0.005517241,0.021311846,1.963592426,0,Nov,2,4,3,10,Returning_Visitor,FALSE,TRUE
1,25.5,0,0,49,860.2083333,0.004081633,0.012380952,0,0,Dec,2,2,2,10,Returning_Visitor,TRUE,FALSE
2,75,0,0,26,2058.3,0,0.0125,8.524548919,0,Nov,1,1,9,8,New_Visitor,FALSE,TRUE
12,264.9,2,11,24,1032.3,0.020430108,0.036190476,0,0,Dec,1,1,9,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,11,0,0.1,0,0,Dec,2,2,1,10,Other,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Dec,2,2,1,13,Returning_Visitor,FALSE,FALSE
5,107,2,15,250,8622.38,0.005670471,0.02250017,0,0,Nov,3,2,1,1,Returning_Visitor,FALSE,TRUE
7,42.25714286,0,0,124,4067.010247,0.009230769,0.022888335,6.709440135,0,Nov,2,2,3,2,Returning_Visitor,FALSE,TRUE
6,513.8333333,0,0,33,2690.333333,0,0.01754386,30.21878011,0,Nov,2,4,1,2,Returning_Visitor,FALSE,TRUE
6,79.25,0,0,13,150.1666667,0,0.012631579,0,0,Dec,1,1,1,3,New_Visitor,FALSE,FALSE
0,0,0,0,7,267.5,0.028571429,0.064285714,0,0,Dec,2,2,6,3,Returning_Visitor,FALSE,FALSE
3,74,0,0,44,844.9416667,0.004444444,0.015925926,0,0,Dec,1,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,918.5416667,0.005405405,0.005315315,0,0,Nov,1,1,1,2,New_Visitor,TRUE,TRUE
0,0,0,0,2,11,0,0.1,0,0,Dec,2,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,46.75,0,0.066666667,0,0,Nov,2,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,121,0.028571429,0.057142857,0,0,Dec,2,2,7,3,Returning_Visitor,TRUE,FALSE
13,297.75,3,352.5,41,2422.375,0,0.016037736,72.43846009,0,Dec,2,2,1,8,Returning_Visitor,FALSE,TRUE
12,337.5416667,2,23,32,1249.866144,0.0055,0.02577466,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
3,98.5,0,0,27,702.3333333,0.023214286,0.042261905,0,0,Dec,2,2,7,2,Returning_Visitor,FALSE,FALSE
1,12,0,0,99,4097.708838,0.002061856,0.013745704,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,3,13,36,1042.507143,0.01025641,0.027136752,0,0,Dec,1,1,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,169.9166667,0,0.076190476,0,0,Nov,2,2,4,2,Returning_Visitor,FALSE,TRUE
4,67.5,0,0,27,834.6666667,0,0.014285714,0,0,Nov,2,2,2,2,New_Visitor,TRUE,FALSE
1,33.5,1,15.75,28,1421.25,0.004597701,0.040229885,0,0,Dec,2,2,1,1,Returning_Visitor,TRUE,FALSE
1,5.5,0,0,103,2429.279762,0.034951923,0.044360501,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE,FALSE
7,177.5,6,312,40,1123.050824,0.008680556,0.024695767,0,0,Dec,1,1,3,2,Returning_Visitor,FALSE,FALSE
3,171,0,0,31,441.1369048,0,0.008823529,0,0,Dec,2,2,1,20,Returning_Visitor,FALSE,FALSE
2,128.5,0,0,7,209,0.027777778,0.053439153,0,0,Nov,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,33,1475.254167,0,0.015530303,9.429362483,0,Nov,3,2,4,2,Returning_Visitor,TRUE,FALSE
1,32.5,0,0,4,73.5,0,0.04,0,0,Nov,2,2,1,2,New_Visitor,FALSE,FALSE
9,98.26666667,3,144.5,37,1630.137415,0.019565217,0.038037998,0,0,Nov,3,2,7,3,Returning_Visitor,FALSE,TRUE
2,96.75,0,0,103,3216.920172,0.012190476,0.030754266,0,0,Dec,2,2,6,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,32.5,0.066666667,0.133333333,0,0,Dec,2,2,9,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,18,623.725,0.016666667,0.055396825,0,0,Dec,2,2,6,2,Returning_Visitor,FALSE,FALSE
3,52.5,0,0,139,3674.737578,0.002142857,0.011897444,17.50624004,0,Nov,2,2,2,10,Returning_Visitor,FALSE,TRUE
5,172.0833333,0,0,21,486.1472222,0,0.0105,48.0136549,0,Nov,2,2,4,1,Returning_Visitor,FALSE,TRUE
0,0,1,100,19,1645.679762,0.002222222,0.02962963,0,0,Dec,2,5,6,1,Returning_Visitor,FALSE,FALSE
6,77.5,0,0,71,1361.780952,0,0.014003044,0,0,Dec,2,2,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,257,0.035714286,0.078571429,0,0,Nov,1,1,2,2,Returning_Visitor,FALSE,FALSE
8,223.375,0,0,37,3152.5,0,0.011965812,13.25001247,0,Dec,3,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,6,339,0,0.033333333,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
8,275.75,1,97,204,5209.820361,0.002571429,0.015411986,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,28,558.4761905,0.016666667,0.016309524,0,0,Nov,1,1,2,2,Returning_Visitor,FALSE,FALSE
5,73.75,0,0,131,2244.616667,0.005343511,0.017506361,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,47,2032.272727,0.017021277,0.023877069,0,0,Nov,3,2,7,1,Returning_Visitor,TRUE,FALSE
0,0,2,3,22,1904.183333,0.016666667,0.052777778,0,0,Nov,2,2,2,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,883.55,0.026315789,0.03907496,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,FALSE
5,61.875,0,0,164,4389.887512,0.001183432,0.010151043,6.664239119,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,4,214.3333333,0,0.05,0,0,Nov,1,1,9,3,Returning_Visitor,FALSE,FALSE
4,121.5,0,0,2,34,0,0.023809524,0,0,Nov,2,2,9,8,New_Visitor,FALSE,FALSE
0,0,2,7,18,598.8738095,0.003333333,0.025555556,0,0,Nov,2,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,6,13,Returning_Visitor,FALSE,FALSE
1,73,0,0,32,593,0,0.013541667,0,0,Nov,2,2,3,6,Returning_Visitor,FALSE,FALSE
7,118.5,0,0,28,829.2083333,0,0.015151515,17.79456354,0,Dec,1,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,183.3333333,0,0.022222222,0,0,Dec,2,10,4,1,Returning_Visitor,FALSE,FALSE
7,322.25,1,0,121,4875.106113,0.011806061,0.020025438,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,4,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,14,0,0.1,0,0,Dec,4,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,25,1344.291667,0,0.008695652,0,0,Nov,2,4,1,8,Returning_Visitor,FALSE,FALSE
1,15,0,0,19,817.5,0.011111111,0.022222222,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
4,28.5,0,0,20,500.5,0,0.029824561,0,0,Nov,4,1,2,1,Returning_Visitor,TRUE,FALSE
0,0,2,11,1,0,0.066666667,0.133333333,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,FALSE
4,78.5,1,32.75,50,1897.833333,0.0127,0.011746032,0,0,Dec,1,1,9,3,Returning_Visitor,TRUE,FALSE
5,112.1666667,0,0,60,1883.866667,0.017460317,0.042436975,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,59,3033.689449,0.00756193,0.015479685,0,0,Nov,1,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,83,2922.497511,0.009756098,0.030081301,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
5,135.25,0,0,26,794.9928571,0.007407407,0.026419753,33.44471217,0,Dec,1,1,1,2,Returning_Visitor,FALSE,FALSE
12,1106.389831,9,627.4583333,125,7444.938071,0.007701238,0.022385989,7.201209277,0,Nov,3,2,4,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,3,2,7,2,Returning_Visitor,FALSE,FALSE
4,65.5,0,0,23,783.75,0.007692308,0.030769231,0,0,Nov,2,5,3,1,Returning_Visitor,TRUE,TRUE
1,0,0,0,30,1732.066667,0.025806452,0.050752688,13.13492027,0,Nov,2,2,9,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,72,2304.15,0.008450704,0.020355466,3.178183427,0,Nov,3,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,12,584.3333333,0,0.023076923,12.58590538,0,Nov,2,2,3,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,678,0,0.03,0,0,Dec,2,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,48,2492.166667,0,0.014583333,0,0,Nov,2,4,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,1656.615043,0.018421053,0.04154591,0,0,Dec,3,2,2,2,Returning_Visitor,TRUE,FALSE
12,232.3535714,0,0,439,17550.58486,0.00562963,0.018437701,2.626909076,0,Nov,2,5,1,10,Returning_Visitor,FALSE,TRUE
0,0,1,118,14,224.3916667,0.047619048,0.063265306,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE,FALSE
1,11,1,8,79,2693.582331,0,0.003430424,0,0,Dec,1,1,3,2,Returning_Visitor,FALSE,FALSE
6,125.25,2,89,146,3697.731633,0.008108108,0.015188129,73.35866939,0,Nov,2,2,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,5,135.75,0.04,0.053333333,0,0,Dec,2,2,3,2,New_Visitor,FALSE,FALSE
1,0,0,0,4,795,0.066666667,0.111111111,0,0,Nov,3,2,9,6,Returning_Visitor,TRUE,FALSE
1,0,1,80.16666667,29,759.75,0,0.019354839,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,1,21,25,525.1666667,0.007692308,0.030769231,0,0,Nov,2,2,3,2,New_Visitor,TRUE,FALSE
0,0,0,0,9,195.25,0.022222222,0.081481481,0,0,Nov,1,1,8,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,499.75,0.00952381,0.033333333,0,0,Nov,2,4,3,10,Returning_Visitor,FALSE,TRUE
2,31,0,0,20,583.0694444,0,0.01,0,0,Dec,4,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,231.75,0,0.016666667,0,0,Nov,1,1,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,54,1441.636905,0.008461538,0.004290709,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,FALSE
13,662.3392857,0,0,81,4284.422619,0.002298851,0.022822804,2.647620068,0,Dec,1,1,6,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,6,151,0,0.08,0,0,Dec,1,8,4,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,909.75,0.022222222,0.048148148,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE,FALSE
1,15,0,0,15,691.8333333,0,0.014285714,59.6118415,0,Nov,2,2,2,2,Returning_Visitor,FALSE,TRUE
6,368.75,0,0,46,3368.305556,0.003846154,0.011858974,0,0,Nov,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,8,121.375,0,0.025,0,0,Dec,3,2,4,2,New_Visitor,FALSE,FALSE
0,0,0,0,10,386.5,0,0.01,0,0,Nov,2,4,6,8,Returning_Visitor,FALSE,FALSE
3,36,0,0,3,29.5,0,0.04,0,0,Nov,2,10,3,2,Other,FALSE,FALSE
0,0,0,0,18,2335.125,0,0.033333333,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,FALSE
4,64.46428571,0,0,29,1414.589286,0,0.0125,21.05431578,0,Dec,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,0,0,0,59,2334.105159,0.018421053,0.042076023,0,0,Dec,2,2,3,3,Returning_Visitor,FALSE,FALSE
1,21,0,0,13,1474.5,0,0.016666667,69.46175766,0,Dec,2,2,4,3,Returning_Visitor,FALSE,TRUE
6,94.1,0,0,92,4212.141886,0.008333333,0.021875,6.664927724,0,Nov,1,1,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,30,677.9166667,0.006666667,0.013333333,0,0,Nov,3,2,1,2,Returning_Visitor,TRUE,FALSE
